customer_id,first_name,last_name,total_rentals,total_spent,film_id,film_title,category_name,film_rental_count,film_revenue,rental_month
88,BONNIE,HUGHES,1,2.99,288,"ESCAPE METROPOLIS",Travel,1,2.99,5
535,JAVIER,ELROD,1,0.99,89,"BORROWERS BEDAZZLED",Animation,1,0.99,5
302,MICHAEL,SILVERMAN,1,4.99,557,"MANCHURIAN CURTAIN",Family,1,4.99,5
207,GERTRUDE,CASTILLO,1,0.99,976,"WIND PHANTOM",Games,1,0.99,5
413,MARVIN,YEE,1,4.99,579,"MINDS TRUMAN",Action,1,4.99,5
174,YVONNE,WATKINS,1,5.99,382,"GRIT CLOCKWORK",Games,1,5.99,5
523,HARVEY,GUAJARDO,1,4.99,84,"BOILED DARES",Travel,1,4.99,5
532,NEIL,RENNER,1,2.99,564,"MASSAGE IMAGE",Animation,1,2.99,5
207,GERTRUDE,CASTILLO,1,0.99,681,"PIRATES ROXANNE",Sports,1,0.99,5
436,TROY,QUIGLEY,1,7.99,403,"HARRY IDAHO",Drama,1,7.99,5
7,MARIA,MILLER,1,5.99,730,"RIDGEMONT SUBMARINE",New,1,5.99,5
35,VIRGINIA,GREEN,1,3.99,478,"JAWS HARRY",Comedy,1,3.99,5
282,JENNY,CASTRO,1,1.99,387,"GUN BONNIE",Games,1,1.99,5
498,GENE,SANBORN,1,2.99,650,"PACIFIC AMISTAD",Documentary,1,2.99,5
18,CAROL,GARCIA,1,2.99,432,"HOPE TOOTSIE",Classics,1,2.99,5
256,MABEL,HOLLAND,1,4.99,278,"ELF MURDER",Music,1,4.99,5
507,EDGAR,RHOADS,1,0.99,875,"TALENTED HOMICIDE",Sports,1,0.99,5
569,DAVE,GARDINER,1,4.99,277,"ELEPHANT TROJAN",Horror,1,4.99,5
291,TONI,HOLT,1,4.99,611,"MUSKETEERS WAIT",Classics,1,4.99,5
131,MONICA,HICKS,1,2.99,252,"DREAM PICKUP",Action,1,2.99,5
511,CHESTER,BENNER,1,2.99,298,"EYES DRIVING",Sci-Fi,1,2.99,5
6,JENNIFER,DAVIS,1,4.99,858,"SUBMARINE BED",Comedy,1,4.99,5
323,MATTHEW,MAHAN,1,4.99,670,"PELICAN COMFORTS",Documentary,1,4.99,5
408,MANUEL,MURRELL,1,5.99,633,"OCTOBER SUBMARINE",Classics,1,5.99,5
470,GORDON,ALLARD,1,2.99,73,"BINGO TALENTED",Sci-Fi,1,2.99,5
250,JO,FOWLER,1,5.99,915,"TRUMAN CRAZY",Action,1,5.99,5
419,CHAD,CARBONE,1,2.99,58,"BEACH HEARTBREAKERS",Documentary,1,2.99,5
383,MARTIN,BALES,1,0.99,873,"SWEETHEARTS SUSPECTS",Children,1,0.99,5
368,HARRY,ARCE,1,5.99,16,"ALLEY EVOLUTION",Foreign,1,5.99,5
346,ARTHUR,SIMPKINS,1,4.99,776,"SECRET GROUNDHOG",Documentary,1,4.99,5
86,JACQUELINE,LONG,1,1.99,257,"DRUMLINE CYCLONE",Travel,1,1.99,5
119,SHERRY,MARSHALL,1,0.99,54,"BANGER PINOCCHIO",Music,1,0.99,5
120,SYLVIA,ORTIZ,1,7.99,878,"TEEN APOLLO",Travel,1,7.99,5
305,RICHARD,MCCRARY,1,2.99,705,"PURPLE MOVIE",Foreign,1,2.99,5
73,BEVERLY,BROOKS,1,2.99,468,"INVASION CYCLONE",Children,1,2.99,5
100,ROBIN,HAYES,1,0.99,525,"LOATHING LEGALLY",Classics,1,0.99,5
48,ANN,EVANS,1,0.99,489,"JUGGLER HARDLY",Animation,1,0.99,5
391,CLARENCE,GAMEZ,1,4.99,114,"CAMELOT VACATION",Sci-Fi,1,4.99,5
265,JENNIE,TERRY,1,0.99,379,"GREEDY ROOTS",Drama,1,0.99,5
510,BEN,EASTER,1,8.99,745,"ROSES TREASURE",Sports,1,8.99,5
1,MARY,SMITH,1,2.99,663,"PATIENT SISTER",Classics,1,2.99,5
451,JIM,REA,1,0.99,287,"ENTRAPMENT SATISFACTION",Action,1,0.99,5
135,JUANITA,MASON,1,5.99,887,"THIEF PELICAN",Animation,1,5.99,5
245,COURTNEY,DAY,1,4.99,726,"RESERVOIR ADAPTATION",Foreign,1,4.99,5
314,GEORGE,LINTON,1,5.99,543,"MADIGAN DORADO",Travel,1,5.99,5
286,VELMA,LUCAS,1,6.99,572,"METROPOLIS COMA",Sci-Fi,1,6.99,5
427,JESUS,MCCARTNEY,1,6.99,304,"FARGO GANDHI",Children,1,6.99,5
131,MONICA,HICKS,1,4.99,103,"BUCKET BROTHERHOOD",Travel,1,4.99,5
492,LESTER,KRAUS,1,2.99,397,"HANKY OCTOBER",Sci-Fi,1,2.99,5
414,VINCENT,RALSTON,1,4.99,103,"BUCKET BROTHERHOOD",Travel,1,4.99,5
266,NORA,HERRERA,1,1.99,491,"JUMPING WRATH",Children,1,1.99,5
331,ERIC,ROBERT,1,0.99,348,"GANDHI KWAI",Family,1,0.99,5
53,HEATHER,MORRIS,1,3.99,480,"JEEPERS WEDDING",Classics,1,3.99,5
499,MARC,OUTLAW,1,2.99,471,"ISLAND EXORCIST",Classics,1,2.99,5
25,DEBORAH,WALKER,1,7.99,654,"PANKY SUBMARINE",Games,1,7.99,5
267,MARGIE,WADE,1,6.99,28,"ANTHEM LUKE",Comedy,1,6.99,5
302,MICHAEL,SILVERMAN,1,5.99,169,"COMFORTS RUSH",Travel,1,5.99,5
288,BOBBIE,CRAIG,1,3.99,951,"VOYAGE LEGALLY",Classics,1,3.99,5
197,SUE,PETERS,1,2.99,366,"GOLDFINGER SENSIBILITY",Drama,1,2.99,5
400,BRYAN,HARDISON,1,3.99,39,"ARMAGEDDON LOST",Sci-Fi,1,3.99,5
49,JOYCE,EDWARDS,1,1.99,748,"RUGRATS SHAKESPEARE",Action,1,1.99,5
263,HILDA,HOPKINS,1,4.99,284,"ENEMY ODDS",Music,1,4.99,5
269,CASSANDRA,WALTERS,1,0.99,651,"PACKER MADIGAN",Animation,1,0.99,5
44,MARIE,TURNER,1,4.99,117,"CANDLES GRAPES",Games,1,4.99,5
208,LUCY,WHEELER,1,4.99,571,"METAL ARMAGEDDON",Documentary,1,4.99,5
468,TIM,CARY,1,6.99,134,"CHAMPION FLATLINERS",Animation,1,6.99,5
343,DOUGLAS,GRAF,1,3.99,82,"BLOOD ARGONAUTS",Family,1,3.99,5
384,ERNEST,STEPP,1,4.99,735,"ROBBERS JOON",Children,1,4.99,5
310,DANIEL,CABRAL,1,0.99,932,"VALLEY PACKER",Comedy,1,0.99,5
108,TRACY,COLE,1,4.99,173,"CONFESSIONS MAGUIRE",Drama,1,4.99,5
196,ALMA,AUSTIN,1,11.99,791,"SHOW LORD",Documentary,1,11.99,5
317,EDWARD,BAUGH,1,6.99,621,"NETWORK PEAK",Family,1,6.99,5
242,GLENDA,FRAZIER,1,2.99,724,"REMEMBER DIARY",Family,1,2.99,5
503,ANGEL,BARCLAY,1,1.99,233,"DISCIPLE MOTHER",Travel,1,1.99,5
19,RUTH,MARTINEZ,1,9.99,893,"TITANS JERK",Sci-Fi,1,9.99,5
227,COLLEEN,BURTON,1,4.99,814,"SNATCH SLIPPER",Comedy,1,4.99,5
500,REGINALD,KINDER,1,8.99,465,"INTERVIEW LIAISONS",New,1,8.99,5
93,PHYLLIS,FOSTER,1,2.99,649,"OZ LIAISONS",Animation,1,2.99,5
506,LESLIE,SEWARD,1,3.99,982,"WOMEN DORADO",Action,1,3.99,5
455,JON,WILES,1,0.99,164,"COAST RAINBOW",Documentary,1,0.99,5
18,CAROL,GARCIA,1,4.99,973,"WIFE TURN",Documentary,1,4.99,5
7,MARIA,MILLER,1,0.99,931,"VALENTINE VANISHING",Travel,1,0.99,5
524,JARED,ELY,1,0.99,191,"CROOKED FROGMEN",Children,1,0.99,5
51,ALICE,STEWART,1,4.99,300,"FALCON VOLUME",Animation,1,4.99,5
365,BRUCE,SCHWARZ,1,5.99,8,"AIRPORT POLLOCK",Horror,1,5.99,5
405,LEONARD,SCHOFIELD,1,2.99,234,"DISTURBING SCARFACE",Sci-Fi,1,2.99,5
273,PRISCILLA,LOWE,1,3.99,638,"OPERATION OPERATION",Comedy,1,3.99,5
43,CHRISTINE,ROBERTS,1,4.99,390,"GUYS FALCON",Sci-Fi,1,4.99,5
246,MARIAN,MENDOZA,1,6.99,48,"BACKLASH UNDEFEATED",Children,1,6.99,5
368,HARRY,ARCE,1,5.99,212,"DARN FORRESTER",Action,1,5.99,5
439,ALEXANDER,FENNELL,1,2.99,445,"HYDE DOCTOR",Classics,1,2.99,5
94,NORMA,GONZALES,1,2.99,440,"HUNGER ROOF",Foreign,1,2.99,5
40,AMANDA,CARTER,1,4.99,941,"VIDEOTAPE ARSENIC",Games,1,4.99,5
23,SARAH,LEWIS,1,8.99,902,"TRADING PINOCCHIO",Sports,1,8.99,5
56,GLORIA,COOK,1,3.99,869,"SUSPECTS QUILLS",Action,1,3.99,5
325,TIMOTHY,BUNN,1,5.99,177,"CONNECTICUT TRAMP",Sci-Fi,1,5.99,5
479,ZACHARY,HITE,1,3.99,738,"ROCKETEER MOTHER",Foreign,1,3.99,5
237,TANYA,GILBERT,1,0.99,89,"BORROWERS BEDAZZLED",Animation,1,0.99,5
222,DELORES,HANSEN,1,4.99,491,"JUMPING WRATH",Children,1,4.99,5
304,DAVID,ROYAL,1,10.99,21,"AMERICAN CIRCUS",Action,1,10.99,5
504,NATHANIEL,ADAM,1,5.99,500,"KISS GLORY",Foreign,1,5.99,5
560,JORDAN,ARCHULETA,1,2.99,569,"MENAGERIE RUSHMORE",Animation,1,2.99,5
586,KIRK,STCLAIR,1,4.99,898,"TOURIST PELICAN",Sports,1,4.99,5
257,MARSHA,DOUGLAS,1,2.99,73,"BINGO TALENTED",Sci-Fi,1,2.99,5
354,JUSTIN,NGO,1,0.99,142,"CHICKEN HELLFIGHTERS",Documentary,1,0.99,5
89,JULIA,FLORES,1,2.99,176,"CONGENIALITY QUEST",Sports,1,2.99,5
472,GREG,ROBINS,1,0.99,963,"WATCH TRACY",Animation,1,0.99,5
297,SHERRI,RHODES,1,0.99,186,"CRAFT OUTFIELD",Drama,1,0.99,5
357,KEITH,RICO,1,2.99,368,"GONE TROUBLE",Drama,1,2.99,5
82,KATHRYN,COLEMAN,1,2.99,852,"STRANGELOVE DESIRE",Children,1,2.99,5
433,DON,BONE,1,8.99,313,"FIDELITY DEVIL",Horror,1,8.99,5
274,NAOMI,JENNINGS,1,2.99,138,"CHARIOTS CONSPIRACY",Sci-Fi,1,2.99,5
142,APRIL,BURNS,1,0.99,924,"UNFORGIVEN ZOOLANDER",Sci-Fi,1,0.99,5
319,RONALD,WEINER,1,3.99,242,"DOOM DANCING",Comedy,1,3.99,5
429,FREDERICK,ISBELL,1,5.99,202,"DADDY PITTSBURGH",Comedy,1,5.99,5
14,BETTY,WHITE,1,0.99,646,"OUTBREAK DIVINE",Games,1,0.99,5
57,EVELYN,MORGAN,1,9.99,575,"MIDSUMMER GROUNDHOG",Documentary,1,9.99,5
348,ROGER,QUINTANILLA,1,0.99,849,"STORM HAPPINESS",Animation,1,0.99,5
185,ROBERTA,HARPER,1,0.99,299,"FACTORY DRAGON",Travel,1,0.99,5
551,CLAYTON,BARBEE,1,7.99,65,"BEHAVIOR RUNAWAY",Horror,1,7.99,5
462,WARREN,SHERROD,1,2.99,702,"PULP BEVERLY",Horror,1,2.99,5
344,HENRY,BILLINGSLEY,1,2.99,197,"CRUSADE HONEY",Sports,1,2.99,5
354,JUSTIN,NGO,1,1.99,523,"LIGHTS DEER",Classics,1,1.99,5
505,RAFAEL,ABNEY,1,2.99,757,"SAGEBRUSH CLUELESS",Documentary,1,2.99,5
290,KRISTINA,CHAMBERS,1,2.99,410,"HEAVEN FREEDOM",Comedy,1,2.99,5
182,RENEE,LANE,1,0.99,646,"OUTBREAK DIVINE",Games,1,0.99,5
296,RAMONA,HALE,1,4.99,272,"EDGE KISSING",Drama,1,4.99,5
104,RITA,GRAHAM,1,10.99,501,"KISSING DOLLS",Action,1,10.99,5
151,MEGAN,PALMER,1,4.99,239,"DOGMA FAMILY",Animation,1,4.99,5
33,ANNA,HILL,1,2.99,600,"MOTIONS DETAILS",Horror,1,2.99,5
322,JASON,MORRISSEY,1,0.99,850,"STORY SIDE",Action,1,0.99,5
401,TONY,CARRANZA,1,4.99,190,"CREEPERS KANE",Classics,1,4.99,5
469,WESLEY,BULL,1,0.99,595,"MOON BUNCH",Foreign,1,0.99,5
381,BOBBY,BOUDREAU,1,0.99,382,"GRIT CLOCKWORK",Games,1,0.99,5
107,FLORENCE,WOODS,1,5.99,806,"SLEEPY JAPANESE",New,1,5.99,5
400,BRYAN,HARDISON,1,6.99,979,"WITCHES PANIC",Drama,1,6.99,5
176,JUNE,CARROLL,1,0.99,630,"NOTTING SPEAKEASY",Drama,1,0.99,5
533,JESSIE,MILAM,1,0.99,786,"SHEPHERD MIDSUMMER",Children,1,0.99,5
552,HUGH,WALDROP,1,0.99,862,"SUMMER SCARFACE",Classics,1,0.99,5
47,FRANCES,PARKER,1,3.99,947,"VISION TORQUE",Foreign,1,3.99,5
250,JO,FOWLER,1,3.99,187,"CRANES RESERVOIR",Sports,1,3.99,5
548,ALLAN,CORNISH,1,6.99,775,"SEATTLE EXPECATIONS",Drama,1,6.99,5
196,ALMA,AUSTIN,1,5.99,326,"FLYING HOOK",Animation,1,5.99,5
19,RUTH,MARTINEZ,1,6.99,563,"MASSACRE USUAL",Games,1,6.99,5
75,TAMMY,SANDERS,1,4.99,603,"MOVIE SHAKESPEARE",Family,1,4.99,5
587,SERGIO,STANFIELD,1,4.99,527,"LOLA AGENT",Horror,1,4.99,5
237,TANYA,GILBERT,1,4.99,961,"WASH HEAVENLY",Foreign,1,4.99,5
254,MAXINE,SILVA,1,2.99,631,"NOVOCAINE FLIGHT",Sports,1,2.99,5
556,ARMANDO,GRUBER,1,0.99,429,"HONEY TIES",Sports,1,0.99,5
125,ETHEL,WEBB,1,3.99,571,"METAL ARMAGEDDON",Documentary,1,3.99,5
468,TIM,CARY,1,4.99,391,"HALF OUTFIELD",Family,1,4.99,5
515,ANDRE,RAPP,1,8.99,872,"SWEET BROTHERHOOD",Travel,1,8.99,5
243,LYDIA,BURKE,1,4.99,734,"ROAD ROXANNE",Documentary,1,4.99,5
247,STELLA,MORENO,1,4.99,219,"DEEP CRUSADE",Documentary,1,4.99,5
533,JESSIE,MILAM,1,1.99,863,"SUN CONFESSIONS",Sci-Fi,1,1.99,5
412,ALLEN,BUTTERFIELD,1,0.99,951,"VOYAGE LEGALLY",Classics,1,0.99,5
437,RANDALL,NEUMANN,1,2.99,413,"HEDWIG ALTER",Comedy,1,2.99,5
270,LEAH,CURTIS,1,1.99,851,"STRAIGHT HOURS",Sports,1,1.99,5
29,ANGELA,HERNANDEZ,1,1.99,295,"EXPENDABLE STALLION",Documentary,1,1.99,5
564,BOB,PFEIFFER,1,5.99,112,"CALENDAR GUNFIGHT",Foreign,1,5.99,5
184,VIVIAN,RUIZ,1,2.99,43,"ATLANTIS CAUSE",Family,1,2.99,5
546,KELLY,KNOTT,1,5.99,915,"TRUMAN CRAZY",Action,1,5.99,5
54,TERESA,ROGERS,1,4.99,388,"GUNFIGHT MOON",Comedy,1,4.99,5
71,KATHY,JAMES,1,2.99,462,"INSIDER ARIZONA",Music,1,2.99,5
321,KEVIN,SCHULER,1,4.99,856,"STREETCAR INTENTIONS",Horror,1,4.99,5
444,MARCUS,HIDALGO,1,8.99,169,"COMFORTS RUSH",Travel,1,8.99,5
20,SHARON,ROBINSON,1,2.99,147,"CHOCOLAT HARRY",Family,1,2.99,5
109,EDNA,WEST,1,5.99,740,"ROLLERCOASTER BRINGING",Horror,1,5.99,5
528,CLAUDE,HERZOG,1,0.99,401,"HAROLD FRENCH",Drama,1,0.99,5
114,GRACE,ELLIS,1,4.99,68,"BETRAYED REAR",Children,1,4.99,5
345,CARL,ARTIS,1,0.99,374,"GRAFFITI LOVE",Sci-Fi,1,0.99,5
47,FRANCES,PARKER,1,4.99,21,"AMERICAN CIRCUS",Action,1,4.99,5
274,NAOMI,JENNINGS,1,4.99,803,"SLACKER LIAISONS",Drama,1,4.99,5
379,CARLOS,COUGHLIN,1,4.99,159,"CLOSER BANG",Comedy,1,4.99,5
391,CLARENCE,GAMEZ,1,2.99,391,"HALF OUTFIELD",Family,1,2.99,5
170,BEATRICE,ARNOLD,1,2.99,872,"SWEET BROTHERHOOD",Travel,1,2.99,5
59,CHERYL,MURPHY,1,4.99,167,"COMA HEAD",Travel,1,4.99,5
394,CHRIS,BROTHERS,1,3.99,329,"FORREST SONS",Action,1,3.99,5
98,LILLIAN,GRIFFIN,1,3.99,319,"FISH OPUS",Sci-Fi,1,3.99,5
197,SUE,PETERS,1,0.99,149,"CHRISTMAS MOONSHINE",Children,1,0.99,5
91,LOIS,BUTLER,1,5.99,306,"FEATHERS METAL",Games,1,5.99,5
121,JOSEPHINE,GOMEZ,1,4.99,961,"WASH HEAVENLY",Foreign,1,4.99,5
309,CHRISTOPHER,GRECO,1,6.99,496,"KICK SAVANNAH",Travel,1,6.99,5
489,RICARDO,MEADOR,1,4.99,676,"PHILADELPHIA WIFE",Sports,1,4.99,5
542,LONNIE,TIRADO,1,4.99,279,"ELIZABETH SHANE",Sports,1,4.99,5
143,LESLIE,GORDON,1,2.99,783,"SHANE DARKNESS",Travel,1,2.99,5
83,LOUISE,JENKINS,1,0.99,602,"MOURNING PURPLE",Sci-Fi,1,0.99,5
460,LEON,BOSTIC,1,4.99,686,"PLUTO OLEANDER",New,1,4.99,5
318,BRIAN,WYMAN,1,9.99,933,"VAMPIRE WHALE",New,1,9.99,5
467,ALVIN,DELOACH,1,4.99,141,"CHICAGO NORTH",Games,1,4.99,5
221,BESSIE,MORRISON,1,4.99,911,"TRIP NEWTON",Action,1,4.99,5
301,ROBERT,BAUGHMAN,1,5.99,48,"BACKLASH UNDEFEATED",Children,1,5.99,5
571,JOHNNIE,CHISHOLM,1,9.99,113,"CALIFORNIA BIRDS",Sports,1,9.99,5
312,MARK,RINEHART,1,4.99,251,"DRAGONFLY STRANGERS",New,1,4.99,5
58,JEAN,BELL,1,0.99,242,"DOOM DANCING",Comedy,1,0.99,5
365,BRUCE,SCHWARZ,1,4.99,878,"TEEN APOLLO",Travel,1,4.99,5
256,MABEL,HOLLAND,1,0.99,646,"OUTBREAK DIVINE",Games,1,0.99,5
531,JAMIE,WAUGH,1,4.99,156,"CLERKS ANGELS",Documentary,1,4.99,5
566,CASEY,MENA,1,5.99,292,"EXCITEMENT EVE",Action,1,5.99,5
119,SHERRY,MARSHALL,1,5.99,773,"SEABISCUIT PUNK",Sports,1,5.99,5
446,THEODORE,CULP,1,0.99,280,"EMPIRE MALKOVICH",Children,1,0.99,5
536,FERNANDO,CHURCHILL,1,0.99,54,"BANGER PINOCCHIO",Music,1,0.99,5
211,STACEY,MONTGOMERY,1,4.99,112,"CALENDAR GUNFIGHT",Foreign,1,4.99,5
49,JOYCE,EDWARDS,1,3.99,26,"ANNIE IDENTITY",Sci-Fi,1,3.99,5
103,GLADYS,HAMILTON,1,7.99,749,"RULES HUMAN",Horror,1,7.99,5
245,COURTNEY,DAY,1,0.99,970,"WESTWARD SEABISCUIT",Classics,1,0.99,5
214,KRISTIN,JOHNSTON,1,1.99,454,"IMPACT ALADDIN",Music,1,1.99,5
543,LANCE,PEMBERTON,1,6.99,375,"GRAIL FRANKENSTEIN",Action,1,6.99,5
257,MARSHA,DOUGLAS,1,2.99,232,"DIRTY ACE",Games,1,2.99,5
158,VERONICA,STONE,1,4.99,668,"PEAK FOREVER",Sports,1,4.99,5
240,MARLENE,WELCH,1,2.99,621,"NETWORK PEAK",Family,1,2.99,5
102,CRYSTAL,FORD,1,4.99,892,"TITANIC BOONDOCK",Animation,1,4.99,5
545,JULIO,NOLAND,1,0.99,416,"HIGHBALL POTTER",Foreign,1,0.99,5
472,GREG,ROBINS,1,2.99,530,"LORD ARIZONA",Action,1,2.99,5
539,MATHEW,BOLIN,1,4.99,81,"BLINDNESS GUN",Sci-Fi,1,4.99,5
204,ROSEMARY,SCHMIDT,1,0.99,948,"VOICE PEACH",New,1,0.99,5
187,BRITTANY,RILEY,1,7.99,267,"EAGLES PANKY",New,1,7.99,5
416,JEFFERY,PINSON,1,0.99,650,"PACIFIC AMISTAD",Documentary,1,0.99,5
390,SHAWN,HEATON,1,4.99,398,"HANOVER GALAXY",Music,1,4.99,5
114,GRACE,ELLIS,1,4.99,719,"RECORDS ZORRO",Sports,1,4.99,5
436,TROY,QUIGLEY,1,3.99,702,"PULP BEVERLY",Horror,1,3.99,5
373,LOUIS,LEONE,1,4.99,563,"MASSACRE USUAL",Games,1,4.99,5
502,BRETT,CORNWELL,1,2.99,773,"SEABISCUIT PUNK",Sports,1,2.99,5
482,MAURICE,CRAWLEY,1,8.99,6,"AGENT TRUMAN",Foreign,1,8.99,5
21,MICHELLE,CLARK,1,3.99,96,"BREAKING HOME",New,1,3.99,5
414,VINCENT,RALSTON,1,3.99,301,"FAMILY SWEET",Horror,1,3.99,5
236,MARCIA,DEAN,1,2.99,927,"UPRISING UPTOWN",Action,1,2.99,5
449,OSCAR,AQUINO,1,4.99,256,"DROP WATERFRONT",Sports,1,4.99,5
251,VICKIE,BREWER,1,2.99,449,"IDENTITY LOVER",Sci-Fi,1,2.99,5
303,WILLIAM,SATTERFIELD,1,0.99,492,"JUNGLE CLOSER",New,1,0.99,5
263,HILDA,HOPKINS,1,0.99,727,"RESURRECTION SILVERADO",Family,1,0.99,5
417,TRAVIS,ESTEP,1,4.99,268,"EARLY HOME",Animation,1,4.99,5
75,TAMMY,SANDERS,1,0.99,374,"GRAFFITI LOVE",Sci-Fi,1,0.99,5
322,JASON,MORRISSEY,1,4.99,767,"SCALAWAG DUCK",Music,1,4.99,5
200,JEANNE,LAWSON,1,9.99,46,"AUTUMN CROW",Games,1,9.99,5
92,TINA,SIMMONS,1,5.99,521,"LIES TREATMENT",Drama,1,5.99,5
71,KATHY,JAMES,1,9.99,216,"DAY UNFAITHFUL",New,1,9.99,5
193,KATIE,ELLIOTT,1,2.99,349,"GANGS PRIDE",Animation,1,2.99,5
311,PAUL,TROUT,1,5.99,142,"CHICKEN HELLFIGHTERS",Documentary,1,5.99,5
133,PAULINE,HENRY,1,6.99,374,"GRAFFITI LOVE",Sci-Fi,1,6.99,5
58,JEAN,BELL,1,7.99,271,"EASY GLADIATOR",Action,1,7.99,5
45,JANET,PHILLIPS,1,2.99,308,"FERRIS MOTHER",Comedy,1,2.99,5
214,KRISTIN,JOHNSTON,1,3.99,40,"ARMY FLINTSTONES",Documentary,1,3.99,5
384,ERNEST,STEPP,1,2.99,143,"CHILL LUCK",Drama,1,2.99,5
167,SALLY,PIERCE,1,2.99,413,"HEDWIG ALTER",Comedy,1,2.99,5
582,ANDY,VANHORN,1,0.99,269,"EARRING INSTINCT",Family,1,0.99,5
282,JENNY,CASTRO,1,6.99,980,"WIZARD COLDBLOODED",Music,1,6.99,5
242,GLENDA,FRAZIER,1,3.99,772,"SEA VIRGIN",Drama,1,3.99,5
359,WILLIE,MARKHAM,1,8.99,77,"BIRDS PERDITION",New,1,8.99,5
162,LAUREN,HUDSON,1,1.99,545,"MADNESS ATTACKS",Foreign,1,1.99,5
371,BILLY,POULIN,1,6.99,70,"BIKINI BORROWERS",Animation,1,6.99,5
17,DONNA,THOMPSON,1,2.99,792,"SHREK LICENSE",Foreign,1,2.99,5
82,KATHRYN,COLEMAN,1,8.99,775,"SEATTLE EXPECATIONS",Drama,1,8.99,5
81,ANDREA,HENDERSON,1,0.99,534,"LOUISIANA HARRY",Family,1,0.99,5
429,FREDERICK,ISBELL,1,2.99,609,"MUSCLE BRIGHT",Travel,1,2.99,5
577,CLIFTON,MALCOLM,1,5.99,109,"BUTTERFLY CHOCOLAT",New,1,5.99,5
515,ANDRE,RAPP,1,6.99,927,"UPRISING UPTOWN",Action,1,6.99,5
158,VERONICA,STONE,1,5.99,397,"HANKY OCTOBER",Sci-Fi,1,5.99,5
369,FRED,WHEAT,1,4.99,603,"MOVIE SHAKESPEARE",Family,1,4.99,5
65,ROSE,HOWARD,1,4.99,878,"TEEN APOLLO",Travel,1,4.99,5
468,TIM,CARY,1,6.99,848,"STONE FIRE",Travel,1,6.99,5
48,ANN,EVANS,1,2.99,349,"GANGS PRIDE",Animation,1,2.99,5
